file,selected,label
train_00023_aligned.jpg,-1.339956 1.6990991 5.1110635 -2.201779 -1.5242827 -1.094968,anger
train_00047_aligned.jpg,-1.1817973 0.7627363 7.05497 -1.1665027 -1.0321766 -1.6949389,anger
train_00049_aligned.jpg,-2.1787577 -1.7463715 6.9574156 -0.51575327 -1.4250716 -1.1725254,anger
train_00064_aligned.jpg,-1.4934127 0.35844457 4.129261 -1.7367923 -1.5198805 -2.0163121,anger
train_00070_aligned.jpg,-1.817641 0.92953074 7.304867 -2.0712273 -1.4412707 -1.7012906,anger
train_00095_aligned.jpg,-2.7900481 2.1012795 3.4371266 -1.7440553 -0.9432787 -1.8910478,anger
train_00105_aligned.jpg,-1.7317526 0.56393826 5.985383 -0.6547417 1.7996304 -2.4768455,anger
train_00118_aligned.jpg,-1.4152296 0.6858505 1.8893092 -2.8989773 -0.2673857 0.3794342,anger
train_00131_aligned.jpg,-1.1490101 0.11592585 1.026457 -0.44850612 0.79854137 -1.180949,anger
train_00134_aligned.jpg,-0.6398182 1.4422055 2.912455 -2.2408621 1.2207652 -1.7753911,anger
train_00140_aligned.jpg,1.3518262 -0.21455836 3.2753816 -2.3867674 -0.65614074 0.29143742,anger
train_00143_aligned.jpg,-1.3316367 -0.2326752 5.15665 -2.5145118 -1.7177608 -1.3776698,anger
train_00145_aligned.jpg,-0.5854248 0.3871391 3.7722092 0.09096925 2.1887343 -1.3887463,anger
train_00150_aligned.jpg,-0.8803655 1.9697026 3.3580298 -1.3251321 -0.84210205 0.0093592405,anger
train_00157_aligned.jpg,-1.0479866 -0.7832262 4.2105975 -1.5888014 -0.25425842 -2.5216124,anger
train_00164_aligned.jpg,-1.4030683 -0.7086973 3.2722924 -0.74299717 -1.2254391 -2.868428,anger
train_00206_aligned.jpg,-2.0810623 0.030683875 4.2719707 -1.2485628 0.8676733 -1.2270852,anger
train_00208_aligned.jpg,-1.7799411 0.47537094 3.6580904 -3.0733821 0.9082829 -0.6726791,anger
train_00237_aligned.jpg,-2.6703644 1.0322794 4.089674 -1.7879663 -0.33947903 -0.2861036,anger
train_00295_aligned.jpg,-1.7369533 0.7244345 4.7088695 -0.59953296 2.7282462 -2.1134205,anger
train_00321_aligned.jpg,0.8042525 0.6521697 3.8127759 0.75270426 -0.92973274 -2.2925813,anger
train_00339_aligned.jpg,-0.69780266 0.8908532 4.966172 -2.0686667 -0.78954685 -2.1831057,anger
train_00340_aligned.jpg,-2.6141613 -0.567153 4.248988 -0.9530715 0.033654023 -1.0336818,anger
train_00361_aligned.jpg,-0.59476846 0.45167887 5.64245 -1.4384084 -3.1020372 -2.1679704,anger
train_00362_aligned.jpg,-1.712986 0.4372983 5.399242 -2.5415998 0.101498544 -0.1452477,anger
train_00376_aligned.jpg,-2.0532918 -0.18174475 3.8159714 -3.1087542 0.64467025 0.42844516,anger
train_00384_aligned.jpg,-2.6085718 0.8629333 3.0847151 -0.91029173 -0.8111787 -0.9492398,anger
train_00418_aligned.jpg,-1.4207156 1.0627006 3.3373754 -0.79280305 0.6690802 -3.121445,anger
train_00419_aligned.jpg,-1.485889 0.4634305 4.9601693 -2.376188 -1.6114914 -0.027032033,anger
train_00421_aligned.jpg,-1.9869077 1.7160451 5.168746 -0.59591615 -1.5286702 -1.7983146,anger
train_00422_aligned.jpg,-1.2505764 1.4263109 5.383076 -3.2118077 0.17847198 -1.2266958,anger
train_00427_aligned.jpg,-1.957489 0.46021602 3.9967954 -1.9968307 -0.96631116 -2.6451797,anger
train_00428_aligned.jpg,-1.2486137 1.2223169 3.3781483 -4.107064 -0.5824058 -1.1089295,anger
train_00437_aligned.jpg,-1.2333567 -0.21636482 4.2372565 -1.7097852 -0.15316412 -1.2796602,anger
train_00458_aligned.jpg,-1.7438289 -0.077347845 5.2108135 -4.126848 -0.45290655 -0.38636088,anger
train_00461_aligned.jpg,0.12677045 -0.26402408 3.5539365 -1.6398082 -0.1778256 0.3188753,anger
train_00471_aligned.jpg,-1.8386661 -1.6163399 2.0578659 -1.7771825 -0.8384311 0.05778432,anger
train_00475_aligned.jpg,-0.49514544 2.3224366 1.8278962 -2.1171181 -2.6827893 -0.27615643,anger
train_00492_aligned.jpg,-0.730513 -0.86808884 1.537082 -0.33761328 1.3907975 -1.1058297,anger
train_00501_aligned.jpg,-0.9497348 0.63299143 5.3355117 -2.9289558 0.5777521 -1.6215812,anger
train_00510_aligned.jpg,-2.4561412 -0.5069354 3.2097025 -1.9426467 -1.845952 -1.7037766,anger
train_00564_aligned.jpg,-2.4446669 -1.2876153 6.6345797 -0.9529345 -0.72060215 -0.65600574,anger
train_00578_aligned.jpg,-1.0462979 0.57233757 4.094107 -1.3796904 0.49660733 -1.4611218,anger
train_00579_aligned.jpg,-1.3504696 0.7044077 4.9797597 -1.7901546 -0.299937 0.21158649,anger
train_00591_aligned.jpg,-2.0261285 1.1193248 5.4867535 -3.3061824 -1.9653475 -0.12761581,anger
train_00596_aligned.jpg,-0.82944965 1.0226593 6.234309 -2.9238896 -1.2695124 -1.6084747,anger
train_00629_aligned.jpg,-1.4494319 0.31028706 4.5332437 -0.6940694 1.6191498 0.016126633,anger
train_00641_aligned.jpg,-1.6408985 -1.1312813 2.717602 -3.504795 -2.0626512 -0.8177368,anger
train_00642_aligned.jpg,-1.1152642 3.2963243 2.021217 -0.5686886 -2.711948 -1.9028102,anger
train_00644_aligned.jpg,-1.6013029 0.29777074 5.170058 -3.0374637 -1.2321472 -1.5463736,anger
train_00645_aligned.jpg,-1.4692215 0.5158336 2.5346565 -0.8181541 -0.28143698 0.57234335,anger
train_00646_aligned.jpg,-1.9501522 0.5686941 4.9689918 -0.62841487 -1.4932948 -2.1586392,anger
train_00647_aligned.jpg,-0.7744656 -1.110505 3.8637571 -3.3410227 -1.7444983 -0.781099,anger
train_00662_aligned.jpg,-2.0632167 0.40046963 3.243722 -1.9896438 0.24828652 0.037782848,anger
train_00665_aligned.jpg,-1.0483657 -0.72108126 6.1899385 -3.2084157 -2.2790658 -1.0338922,anger
train_00676_aligned.jpg,-2.2303772 0.18697673 4.383864 -1.4767027 -1.801642 -1.393445,anger
train_00677_aligned.jpg,-1.5319921 2.1865282 3.2370267 -1.0831041 -0.81317955 -3.77049,anger
train_00678_aligned.jpg,-0.26705593 2.4036236 4.7542024 -1.2357968 0.26341474 -0.8007315,anger
train_00681_aligned.jpg,-1.540597 2.4434614 2.8089414 -0.620661 -0.36821657 2.2806807,anger
train_00693_aligned.jpg,-0.7808557 0.9372157 5.472169 -0.713964 1.261306 -1.6818008,anger
train_00714_aligned.jpg,-1.2342048 0.8392681 3.8525453 -2.699264 0.0534302 0.8000649,anger
train_00736_aligned.jpg,-1.0133722 -0.23943943 8.657148 -2.476721 -1.7249398 -1.5118761,anger
train_00746_aligned.jpg,-2.3315024 0.99782664 5.7209315 -1.8375322 -1.9143211 -2.611782,anger
train_00749_aligned.jpg,-0.62993085 0.22837198 4.2537584 -1.6404598 0.71530306 0.20615447,anger
